ID	CONCEPT	DOCULECT	FORM	VALUE	TOKENS	COGID	COGIDS	ALIGNMENT	MORPHEMES	NOTE	DATASET
4956	old woman	kashibo	ñuxan	ñuxan	ɲ ɯ ʂ a n	3467	3153	ɲ ɯ ʂ a n		None	blumpanotacana
4957	older brother	kashibo	buchi	buchi	β ɯ + tʃ i	1145	1183 786	β ɯ + tʃ i		None	blumpanotacana
4958	older sister	kashibo	chuchu	chuchu	tʃ ɯ tʃ ɯ	1147	1185	tʃ ɯ tʃ ɯ		None	blumpanotacana
4959	one	kashibo	achushi	achushi	a tʃ ɯ ʃ i	1016	1065	a tʃ ɯ ʃ i		None	blumpanotacana
4960	only	kashibo	kuni	kuni	k ɯ n i	1023	1073	k ɯ n i		None	blumpanotacana
4961	open	kashibo	xëókati	xëókati	ʂ ɨ ɤ k a + t i	3468	3154 767	ʂ ɨ ɤ k a + t i		None	blumpanotacana
4962	open	kashibo	bëókati	bëókati	β ɨ + ɤ k a + t i	994	141 1043 767	β ɨ + ɤ k a + t i		None	blumpanotacana
4963	species of owl	kashibo	pupu	pupu	p ɯ p ɯ	771	5254	p ɯ p ɯ		None	blumpanotacana
4964	peel	kashibo	rashúti	rashúti	ɾ a ʃ + ɯ + t i	3469	1836 3155 767	ɾ a ʃ + - ɯ + t i		None	blumpanotacana
4965	peel	kashibo	xukati	xukati	ʂ ɯ k a + t i	882	929 767	ʂ ɯ k a ( - ) + t i		None	blumpanotacana
4966	penis	kashibo	inxu	inxu	i n + ʂ ɯ	3470	1239 3156	i n + ʂ ɯ		None	blumpanotacana
4967	person	kashibo	uni	uni	ɯ n i	742	772	- ɯ n i		None	blumpanotacana
4968	pinch	kashibo	'utëxti	'utëxti	ʔ ɯ t ɨ ʂ + t i	1047	1100 767	ʔ ɯ t ɨ ʂ + t i		None	blumpanotacana
4969	pinch	kashibo	utëxti	utëxti	ɯ t ɨ ʂ + t i	1047	1100 767	- ɯ t ɨ ʂ + t i		None	blumpanotacana
4970	piss	kashibo	insunti	insunti	i n s ɯ n + t i	1538	892 767	( - ) i ( n ) s ɯ n + t i		None	blumpanotacana
4971	plant (something)	kashibo	'apat	'apat	ʔ a p a t	3471	3157	ʔ a p a t		None	blumpanotacana
4972	press	kashibo	bitaxti	bitaxti	β i t a ʂ + t i	937	984 767	β i ( - ) t a ʂ + t i		None	blumpanotacana
4973	press	kashibo	tsënkati	tsënkati	ts ɨ n + k a t i	3472	3158 883	ts ɨ n + k a t i		None	blumpanotacana
4974	pull	kashibo	nirinti	nirinti	n i ɾ i n + t i	3473	6279 767	n i ɾ i ( n ) + t i		None	blumpanotacana
4975	pus	kashibo	ku	ku	k ɯ	856	902	k ɯ ( - - )		None	blumpanotacana
4976	push	kashibo	ránkati	ránkati	ɾ a n + k a t i	3463	865 883	ɾ a n + k a t i		None	blumpanotacana
4977	push	kashibo	titikati	titikati	t i + t i + k a t i	3474	767 1685 883	t i + t i + k a t i		None	blumpanotacana
4978	put	kashibo	nanti	nanti	n a n + t i	3475	368 767	( - - ) n a n + t i		None	blumpanotacana
4979	rain (precipitation)	kashibo	'uñe	'uñe	ʔ ɯ ɲ e	4	6	ʔ ɯ ɲ e -		None	blumpanotacana
4980	rainbow	kashibo	ñorá kucha	ñorá kucha	ɲ ɤ ɾ a + k ɯ tʃ a	3476	3160 3161	ɲ ɤ ɾ a - + k ɯ tʃ a		None	blumpanotacana
4981	red	kashibo	ushin	ushin	ɯ ʃ i n	1393	1428	( - ɯ - ) ʃ i n -		None	blumpanotacana
4982	remember	kashibo	sinanti	sinanti	s i n a n + t i	1079	1130 767	s i n a n + t i		None	blumpanotacana
4983	rest	kashibo	tantiti	tantiti	t a n t i + t i	1549	1553 767	t a n t i + t i		None	blumpanotacana
4984	rib	kashibo	putú	putú	p ɯ t ɯ	798	833	p ɯ t ɯ		None	blumpanotacana
4985	right	kashibo	puntë́	puntë́	p ɯ n t ɨ	3477	3162	p ɯ n t ɨ		None	blumpanotacana
4986	ring	kashibo	mëusuti	mëusuti	m ɨ + ɯ s ɯ + t i	2294	154 2168 860	m ɨ + - ɯ s ɯ - + t i		None	blumpanotacana
4987	ripe	kashibo	xónkërua	xónkërua	ʂ ɤ n k ɨ ɾ ɯ a	3478	3163	ʂ ɤ n k ɨ ɾ ɯ a		None	blumpanotacana
4988	ripe	kashibo	pëkë́kë	pëkë́kë	p ɨ k ɨ + k ɨ	3479	917 3164	p ɨ k ɨ + k ɨ		None	blumpanotacana
4989	roll	kashibo	taramëti	taramëti	t a ɾ a + m ɨ + t i	3480	1892 3165 767	t a ɾ a - + m ɨ + t i		None	blumpanotacana
4990	roof	kashibo	maskuan	maskuan	m a + s k ɯ a n	911	834 959	m a + s k ɯ a n		None	blumpanotacana
4991	roof	kashibo	maputi	maputi	m a + p ɯ + t i	3481	834 841 860	m a + p ɯ + t i		None	blumpanotacana
4992	root	kashibo	tapun	tapun	t a + p ɯ n	917	866 964	t a - - + p ɯ n ( - )		None	blumpanotacana
4993	rough	kashibo	nixa	nixa	n i ʂ a	3482	3166	n i ʂ a		None	blumpanotacana
4994	rub	kashibo	shi	shi	ʃ i	3483	3167	ʃ i		None	blumpanotacana
4995	rub	kashibo	rëka	rëka	ɾ ɨ k a	3484	3140	ɾ ɨ k a		None	blumpanotacana
4996	say	kashibo	kiti	kiti	k i t i	3485	951	k i t i		None	blumpanotacana
4997	scrape	kashibo	raishti	raishti	ɾ a i ʃ + t i	3486	3168 767	ɾ a i ʃ + t i		None	blumpanotacana
4998	scrape	kashibo	xakiti	xakiti	ʂ a k i + t i	3487	1796 767	ʂ a k i + t i		None	blumpanotacana
4999	seed	kashibo	ëxë	ëxë	ɨ ʂ ɨ	1265	1304	( - ) ɨ ʂ ɨ		None	blumpanotacana oliveiraprotopanoan
5000	seize	kashibo	tuinti	tuinti	t ɯ i n + t i	3488	3169 767	t ɯ i n + t i		None	blumpanotacana
5001	sell	kashibo	maruti	maruti	m a ɾ ɯ + t i	1646	1619 767	m a ɾ ɯ + t i		None	blumpanotacana
5002	sew	kashibo	'unuti	'unuti	ʔ ɯ n ɯ + t i	899	944 767	ʔ ɯ n ɯ + t i		None	blumpanotacana
5003	shade	kashibo	tupën	tupën	t ɯ p ɨ n	724	752	t ɯ p ɨ n		None	blumpanotacana
5004	shake	kashibo	shaíkati	shaíkati	ʃ a i k a + t i	3489	3170 767	ʃ a.i k a + t i		None	blumpanotacana
5005	sharp	kashibo	kuënukë	kuënukë	k ɯɨ + n ɯ k ɨ	3490	1103 3171	k ɯɨ + n ɯ ( k ɨ )		None	blumpanotacana
5006	shine	kashibo	kashtáti	kashtáti	k a ʃ t a + t i	3491	3172 767	k a ʃ t a + t i		None	blumpanotacana
5007	shine	kashibo	pëxti	pëxti	p ɨ ʂ + t i	3492	3173 767	p ɨ ʂ + t i		None	blumpanotacana
5008	shit (defecate)	kashibo	puiti	puiti	p ɯ i + t i	1539	893 767	p ɯ - i + t i		None	blumpanotacana
5009	shiver	kashibo	bërëti	bërëti	β ɨ ɾ ɨ + t i	848	894 767	β ɨ ɾ ɨ ( - - ) + t i		None	blumpanotacana
5010	shiver	kashibo	shaíkiti	shaíkiti	ʃ a i + k i t i	3493	3174 951	ʃ a i + k i t i		None	blumpanotacana
5011	shoot	kashibo	túnkati	túnkati	t ɯ n + k a t i	3494	1735 883	t ɯ ( n - ) + k a t i		None	blumpanotacana
5012	short	kashibo	mëtú	mëtú	m ɨ t ɯ	1008	1056	m ɨ t ɯ		None	blumpanotacana
5013	shoulder	kashibo	pëkuë	pëkuë	p ɨ + k ɯ ɨ	3495	857 3175	p ɨ + k ɯ ɨ		None	blumpanotacana
5014	shout	kashibo	kënkënti	kënkënti	k ɨ n + k ɨ n + t i	3496	3176 3177 767	k ɨ n + k ɨ n + t i		None	blumpanotacana
5015	shut	kashibo	xëputi	xëputi	ʂ ɨ p ɯ + t i	3497	3178 767	ʂ ɨ p ɯ + t i		None	blumpanotacana
5016	shut	kashibo	xëtasti	xëtasti	ʂ ɨ t a s + t i	3498	3179 767	ʂ ɨ t a s + t i		None	blumpanotacana
5017	sick	kashibo	'isinti	'isinti	ʔ i s i n + t i	3499	900 767	ʔ i s i n ( - - ) + t i		None	blumpanotacana
5018	side	kashibo	'ukë	'ukë	ʔ ɯ k ɨ	1668	1640	ʔ ɯ k ɨ		None	blumpanotacana
5019	sing	kashibo	shakúti	shakúti	ʃ a k ɯ + t i	3500	3180 767	ʃ a k ɯ + t i		None	blumpanotacana
5020	sing	kashibo	bana túputi	bana túputi	β a n a + t ɯ p ɯ + t i	3501	2016 3181 767	β a n a ( - ) + t ɯ p ɯ + t i		None	blumpanotacana
5021	sit	kashibo	tsóti	tsóti	ts ɤ + t i	988	1038 767	ts ɤ - - + t i		None	blumpanotacana
5022	skin	kashibo	bëxí	bëxí	β ɨ ʂ i	3502	3182	β ɨ ʂ i ( - - - )		None	blumpanotacana
5023	sleep	kashibo	'uxti	'uxti	ʔ ɯ ʂ + t i	842	888 767	ʔ ɯ ʂ - + t i		None	blumpanotacana
5024	small	kashibo	chukúma	chukúma	tʃ ɯ k ɯ + m a	1006	1054 912	tʃ ɯ k ɯ + m a		None	blumpanotacana
5025	small	kashibo	xu	xu	ʂ ɯ	872	918	ʂ ɯ ( - - - - )		None	blumpanotacana
5026	smell (perceive)	kashibo	xëti	xëti	ʂ ɨ t i	2347	1085	ʂ ɨ t i		None	blumpanotacana
5027	smoke (exhaust)	kashibo	tsi kuin	tsi kuin	ts i + k ɯ i n	1463	763 764	ts i - - + k ɯ - i n		None	blumpanotacana
5028	smoke (inhale)	kashibo	kúpukati	kúpukati	k ɯ p ɯ + k a t i	3503	3183 883	k ɯ p ɯ + k a t i		None	blumpanotacana
5029	smooth	kashibo	nibá	nibá	n i β a	2079	1988	n i β a		None	blumpanotacana
5030	smooth	kashibo	sibá	sibá	s i β a	3504	3184	s i β a		None	blumpanotacana
5031	snail	kashibo	nuchuñu	nuchuñu	n ɯ tʃ ɯ ɲ ɯ	787	821	n ɯ tʃ ɯ ( ɲ ɯ )		None	blumpanotacana
5032	snake	kashibo	runu	runu	ɾ ɯ n ɯ	784	818	ɾ ɯ n ɯ		None	blumpanotacana
5033	snore	kashibo	karaxkiti	karaxkiti	k a ɾ a ʂ + k i t i	3505	889 951	k a ɾ a ʂ + k i t i		None	blumpanotacana
5034	soft	kashibo	bachu	bachu	β a tʃ ɯ	1050	1102	β a tʃ ɯ		None	blumpanotacana
5035	soul	kashibo	bëru ñunshin	bëru ñunshin	β ɨ ɾ ɯ + ɲ ɯ n ʃ i n	1062	777 1115	β ɨ ɾ ɯ + ɲ ɯ n ʃ i n		None	blumpanotacana
5036	spider	kashibo	chinox kuru	chinox kuru	tʃ i n ɤ ʂ + k ɯ ɾ ɯ	3506	1772 3185	tʃ i n ɤ - ( ʂ - - - ) + k ɯ ɾ ɯ		None	blumpanotacana
5037	spider	kashibo	sapën	sapën	s a p ɨ n	3507	3186	s a p ɨ n		None	blumpanotacana
5038	spin	kashibo	ménti	ménti	m e n + t i	3508	3187 767	m e n + t i		None	blumpanotacana
5039	spin	kashibo	sëkati	sëkati	s ɨ k a + t i	896	941 767	s ɨ k a + t i		None	blumpanotacana
5040	split	kashibo	tukáti	tukáti	t ɯ k a + t i	3509	3188 767	t ɯ k a + t i		None	blumpanotacana
5041	spread out	kashibo	tuashkati	tuashkati	t ɯ a ʃ k a + t i	3510	3189 767	t ɯ a ʃ k a + t i		None	blumpanotacana
5042	spread out	kashibo	tsuákati	tsuákati	ts ɯ a k a + t i	935	982 767	ts ɯ a k a + t i		None	blumpanotacana
5043	squeeze	kashibo	putsiti	putsiti	p ɯ ts i + t i	3511	2394 767	p ɯ ts i + t i		None	blumpanotacana
5044	squeeze	kashibo	chininti	chininti	tʃ i n i n + t i	936	983 767	tʃ i n i n + t i		None	blumpanotacana
5045	stand	kashibo	'iti	'iti	ʔ i t i	3512	3190	ʔ i t i ( - - - )		None	blumpanotacana
5046	stomach	kashibo	puku	puku	p ɯ k ɯ	834	5252	p ɯ k ɯ		None	blumpanotacana
5047	straight	kashibo	punkuñumarua	punkuñumarua	p ɯ n k ɯ ɲ ɯ m a ɾ ɯ a	1014	1062	p ɯ n k ɯ ɲ ɯ m a ɾ ɯ a		None	blumpanotacana
5048	straight	kashibo	kuña	kuña	k ɯ ɲ a	3513	3191	k ɯ ɲ a		None	blumpanotacana
5049	stretch	kashibo	chaskë'oti	chaskë'oti	tʃ a s k ɨ ʔ ɤ + t i	3514	3192 767	tʃ a s k ɨ ʔ ɤ + t i		None	blumpanotacana
5050	stretch	kashibo	pëokati	pëokati	p ɨ ɤ + k a t i	3515	3193 883	p ɨ ɤ + k a t i		None	blumpanotacana
5051	suck	kashibo	'uñukati	'uñukati	ʔ ɯ ɲ ɯ + k a t i	3516	922 883	ʔ ɯ ɲ ɯ + k a t i		None	blumpanotacana
5052	suck	kashibo	tsukukati	tsukukati	ts ɯ k ɯ + k a t i	3517	3194 883	ts ɯ k ɯ + k a t i		None	blumpanotacana
5053	sweet potato	kashibo	kari	kari	k a ɾ i	921	968	k a ɾ i ( - - )		None	blumpanotacana
5054	swim	kashibo	mëñuti	mëñuti	m ɨ ɲ ɯ + t i	950	998 767	m ɨ ɲ ɯ + t i		None	blumpanotacana
5055	tear (of eye)	kashibo	bëun	bëun	β ɨ + ɯ n	1069	141 1121	β ɨ + - ɯ n ( - )		None	blumpanotacana
5056	tear (shred)	kashibo	chanti	chanti	tʃ a n + t i	3518	3195 767	tʃ a n + t i		None	blumpanotacana
5057	tear (shred)	kashibo	pëóshti	pëóshti	p ɨ ɤ ʃ + t i	3519	3196 767	p ɨ ɤ ʃ + t i		None	blumpanotacana
5058	tell	kashibo	ñui	ñui	ɲ ɯ i	3520	3197	ɲ ɯ i		None	blumpanotacana
5059	testicles	kashibo	ubu	ubu	ɯ β ɯ	1200	1238	- ɯ β ɯ		None	blumpanotacana
5060	they	kashibo	atu	atu	a t ɯ	761	793	- a t ɯ		None	blumpanotacana
5061	thick	kashibo	këxtú	këxtú	k ɨ ʂ t ɯ	1011	1059	k ɨ ʂ t ɯ		None	blumpanotacana
5062	thick	kashibo	tubën	tubën	t ɯ β ɨ n	3521	3198	t ɯ β ɨ n		None	blumpanotacana
5063	thing	kashibo	ñu	ñu	ɲ ɯ	978	1028	ɲ ɯ		None	blumpanotacana
5064	think (reflect)	kashibo	sinanti	sinanti	s i n a n + t i	1079	1130 767	s i n a n + t i		None	blumpanotacana
5065	thread	kashibo	ñuman	ñuman	ɲ ɯ m a n	903	948	ɲ ɯ m a n		None	blumpanotacana
5066	thread	kashibo	risi	risi	ɾ i s i	1254	1293	ɾ i s i - ( - )		None	blumpanotacana
5067	throat	kashibo	tëru	tëru	t ɨ + ɾ ɯ	815	853 854	t ɨ + ɾ ɯ		None	blumpanotacana
5068	throw	kashibo	rakanti	rakanti	ɾ a k a n + t i	3522	3199 767	ɾ a k a n + t i		None	blumpanotacana
5069	thunder	kashibo	kaná	kaná	k a n a	721	748	k a n a		None	blumpanotacana
5070	tie	kashibo	kataniti	kataniti	k a + t a n i + t i	3523	836 3033 767	k a + t a n i + t i		None	blumpanotacana
5071	tobacco	kashibo	rumë	rumë	ɾ ɯ m ɨ	920	967	ɾ ɯ m ɨ		None	blumpanotacana
5072	touch	kashibo	mëti	mëti	m ɨ + t i	3524	154 767	m ɨ + t i		None	blumpanotacana
5073	touch	kashibo	tikati	tikati	t i k a + t i	3525	3200 767	t i k a + t i		None	blumpanotacana
5074	trap (pitfall)	kashibo	anu ñuina ipakëmiti	anu ñuina ipakëmiti	a n ɯ + ɲ ɯ i n a + i p a k ɨ m i + t i	3526	370 794 3201 860	a n ɯ + ɲ ɯ ( - ) i n a ( - ) + i p a k ɨ m i + t i		None	blumpanotacana
5075	turn around	kashibo	napëranti	napëranti	n a p ɨ ɾ a n + t i	3528	3202 767	n a p ɨ ɾ a n + t i		None	blumpanotacana
5076	turn around	kashibo	pënkëti	pënkëti	p ɨ n + k ɨ + t i	3529	3203 3204 767	p ɨ n + k ɨ - + t i		None	blumpanotacana
5077	*two	kashibo	rabë́	rabë́	ɾ a β ɨ	370	416	( ɾ a ) β ɨ ( - - )		None	blumpanotacana
5078	unripe	kashibo	xu	xu	ʂ ɯ	872	918	ʂ ɯ ( - - - - )		None	blumpanotacana
5079	untie	kashibo	churuti	churuti	tʃ ɯ ɾ ɯ + t i	1585	1572 767	tʃ ɯ ɾ ɯ + t i		None	blumpanotacana
5080	up	kashibo	kamána	kamána	k a + m a n a	3530	3205 1036	k a + m a n a -		None	blumpanotacana
5081	up	kashibo	manan	manan	m a n a n	986	1036	m a n a n		None	blumpanotacana
5082	vomit	kashibo	kinanti	kinanti	k i n a n + t i	1532	1542 767	k i n a n ( - ) + t i		None	blumpanotacana
5083	wake up	kashibo	bësuti	bësuti	β ɨ s ɯ + t i	845	891 767	β ɨ s ɯ ( - ) + t i		None	blumpanotacana
5084	want	kashibo	kwëën	kwëën	kʷ ɨ ɨ n	1072	1118	kʷ ɨ ɨ n		None	blumpanotacana
5085	wash	kashibo	chukati	chukati	tʃ ɯ k a + t i	939	986 767	tʃ ɯ k a ( - ) + t i		None	blumpanotacana
5086	wasp	kashibo	bakan binañu	bakan binañu	β a k a n + β i n a + ɲ ɯ	3531	3206 93 3207	β a k a n + β i n a + ɲ ɯ		None	blumpanotacana
5087	water	kashibo	'unpax	'unpax	ʔ ɯ n p a ʂ	715	742	ʔ ɯ n p a ʂ		None	blumpanotacana
5088	we	kashibo	nukama	nukama	n ɯ + k a m a	3532	791 3208	n ɯ - + k a m a		None	blumpanotacana
5089	we	kashibo	'ëkama	'ëkama	ʔ ɨ + k a m a	3533	67 3208	( ʔ ) ɨ ( - ) + k a m a		None	blumpanotacana
5090	weave	kashibo	këkuti	këkuti	k ɨ k ɯ + t i	3534	2285 767	k ɨ k ɯ + t i		None	blumpanotacana
5091	what	kashibo	a ñu	a ñu	a + ɲ ɯ	3535	1924 3209	a + ɲ ɯ		None	blumpanotacana
5092	when	kashibo	uinsaran	uinsaran	w i n s a + ɾ a n	3536	3210 3211	w i n - s a + ɾ a n		None	blumpanotacana
5093	where	kashibo	uinu	uinu	w i n ɯ	3537	3212	w i n ɯ		None	blumpanotacana
5094	whistle	kashibo	xëikiti	xëikiti	ʂ ɨ i + k i t i	3538	1138 951	ʂ ɨ i ( - ) + k i t i		None	blumpanotacana
5095	white	kashibo	bëruchu	bëruchu	β ɨ ɾ ɯ tʃ ɯ	3539	2329	β ɨ ɾ ɯ tʃ ɯ		None	blumpanotacana
5096	white	kashibo	uxu	uxu	ɯ ʂ ɯ	1043	5200	( - - - ) - ɯ ʂ ɯ ( - - )		None	blumpanotacana
5097	wide	kashibo	anxaba	anxaba	a n ʂ a β a	3540	3214	( a ) n ʂ a β a		None	blumpanotacana
5098	wife	kashibo	rai	rai	ɾ a i	3541	3215	ɾ a i		None	blumpanotacana
5099	wife	kashibo	xabionkë	xabionkë	ʂ a β i ɤ n k ɨ	750	781	ʂ a β i ɤ n k ɨ		None	blumpanotacana
5100	wind	kashibo	suñu	suñu	s ɯ ɲ ɯ	726	754	s ɯ ɲ ( ɯ - - - )		None	blumpanotacana
5101	wing	kashibo	pëchi	pëchi	p ɨ + tʃ i	827	857 869	p ɨ + tʃ i		None	blumpanotacana
5102	worm	kashibo	xëna	xëna	ʂ ɨ n a	1492	5368	ʂ ɨ n a		None	blumpanotacana
5103	wound	kashibo	chanku	chanku	tʃ a n k ɯ	855	901	tʃ a n k ɯ		None	blumpanotacana
5104	wound	kashibo	ñukë	ñukë	ɲ ɯ k ɨ	3543	3217	ɲ ɯ k ɨ		None	blumpanotacana
5105	write	kashibo	kwënëoti	kwënëoti	kʷ ɨ n ɨ ɤ + t i	1097	1144 767	kʷ ɨ n ɨ ( ɤ ) + t i		None	blumpanotacana
5106	year	kashibo	baritia	baritia	β a ɾ i + t i a	1034	15 1084	β a ɾ i ( - - ) + t i ( - ) a		None	blumpanotacana
5107	yellow	kashibo	kurunsa	kurunsa	k ɯ ɾ ɯ n s a	3544	3218	k ɯ ɾ ɯ n s a		None	blumpanotacana
5108	you	kashibo	mikama	mikama	m i + k a m a	3545	68 3208	m i + k a m a		None	blumpanotacana
5109	younger brother	kashibo	unchi	unchi	ɯ n tʃ i	3546	3219	ɯ n tʃ i		None	blumpanotacana
5110	younger sister	kashibo	chirabakë 'anáka	chirabakë 'anáka	tʃ i ɾ a + β a k ɨ + ʔ a n a k a	3547	3220 49 1076	tʃ i ɾ a + β a k ɨ + ʔ a n a k a		None	blumpanotacana
5111	alcohol (fermented drink)	iskonawa	oma	oma	o m a	3548	3221	o m a		None	blumpanotacana
5112	all	iskonawa	aranabi	aranabi	a ɾ a n a + β i	3549	3222 1068	a ɾ a n a + β i		None	blumpanotacana
5113	animal	iskonawa	yoina	yoina	j o i n a	762	794	j o ( - ) i n a ( - )		None	blumpanotacana
5114	ant	iskonawa	ima	ima	i m a	88	94	- i m a		None	blumpanotacana
5115	arm	iskonawa	ponyan	ponyan	p o + n j a n	1185	167 598	p o + n j a n ( - )		None	blumpanotacana
5116	arrive	iskonawa	noko	noko	n o k o	2295	1351	n o k o		None	blumpanotacana
5117	arrow	iskonawa	kabiti	kabiti	k a β i t i	3060	2835	k a β i t i		None	blumpanotacana
5118	arrow	iskonawa	koa	koa	k o a	3550	3223	k o a		None	blumpanotacana
5119	ash	iskonawa	mapo	mapo	m a p o	1786	765	m a p o		None	blumpanotacana
5120	ask (inquire)	iskonawa	yokai	yokai	j o k a + i	3551	1141 1241	j o k a + i		None	blumpanotacana
5121	axe	iskonawa	yanpa	yanpa	j a n p a	3552	3224	j a n p a		None	blumpanotacana
5122	baby	iskonawa	bakeheko	bakeheko	β a k ɨ + h ɨ k o	3553	49 3225	β a k ɨ + h ɨ k o		None	blumpanotacana
5123	back	iskonawa	kate	kate	k a + t ɨ	2280	838 2156	k a + t ɨ		None	blumpanotacana
5124	back	iskonawa	pechi	pechi	p ɨ + tʃ i	3554	857 1363	p ɨ + tʃ i		None	blumpanotacana
5125	basket	iskonawa	chichakapi	chichakapi	tʃ i tʃ a + k a p i	3555	2806 3226	tʃ i tʃ a - + k a p i		None	blumpanotacana
5126	basket	iskonawa	kankan	kankan	k a n k a n	940	987	k a n.k a n		None	blumpanotacana
5127	bat	iskonawa	nawa kashi	nawa kashi	n a w a + k a ʃ i	3556	3227 800	n a w a + k a ʃ i ( - - )		None	blumpanotacana
5128	beard	iskonawa	koirani	koirani	k o i + ɾ a + n i	3557	3228 2404 830	k o i + ɾ a + ( - ) n i		None	blumpanotacana
5129	bee	iskonawa	bakon	bakon	β a k o n	3558	3229	β a k o n		None	blumpanotacana
5130	below or under	iskonawa	chiname	chiname	tʃ i n a + m ɨ	3559	3230 3231	tʃ i n a + m ɨ		None	blumpanotacana
5131	beverage	iskonawa	aya	aya	a j a	1906	4715	- a j a ( - - - )		None	blumpanotacana
5132	big	iskonawa	mihira	mihira	m i h i ɾ a	3560	3232	m i h i ɾ a		None	blumpanotacana
5133	bird	iskonawa	piríshika	piríshika	p i ɾ i ʃ i k a	3561	3233	p i ɾ i ʃ i k a		None	blumpanotacana
5134	bite	iskonawa	kiwi	kiwi	k i w i	3562	3234	k i w i		None	blumpanotacana
5135	bitter	iskonawa	moka	moka	m o k a	1037	5119	m o k a ( - - )		None	blumpanotacana
5136	black	iskonawa	chehe	chehe	tʃ ɨ h ɨ	1392	1427	( - - ) tʃ ɨ h ɨ ( - )		None	blumpanotacana
5137	blood	iskonawa	imi	imi	i m i	797	832	- i m i ( - )		None	blumpanotacana
5138	blow (of wind)	iskonawa	hon hon ak	hon hon ak	h o n + h o n + a k	3563	754 3235 3236	h o n ( - - - - ) + h o ( - ) n ( - - - - ) + a k		None	blumpanotacana
5139	blow (of wind)	iskonawa	matsi poyo	matsi poyo	m a ts i + p o j o	3564	1110 3237	m a ts i + p o j o		None	blumpanotacana
5140	blue	iskonawa	hona honawa	hona honawa	h o n a + h o n a + w a	3565	3238 3239 3240	h o n a + h o n a + w a		None	blumpanotacana
5141	body	iskonawa	yora	yora	j o ɾ a	1496	1210	j o ɾ a		None	blumpanotacana
5142	bone	iskonawa	ponyan hao	ponyan hao	h a o	115	125	h a - - o ( - )		None	blumpanotacana
5143	bow	iskonawa	tenkonti	tenkonti	t ɨ n + k o + n t i	3566	3241 1150 2526	t ɨ n + k o ( - - - - - - ) + n t i		None	blumpanotacana
5144	boy	iskonawa	maho	maho	m a h o	3567	3242	m a h o		None	blumpanotacana
5145	brain	iskonawa	mapo resho	mapo resho	m a + p o + ɾ ɨ ʃ o	1174	834 841 1216	m a + p o + ɾ ɨ ʃ o		None	blumpanotacana
5146	break (destroy or get destroyed)	iskonawa	mosha	mosha	m o ʃ a	3568	3243	m o ʃ a ( - - )		None	blumpanotacana
5147	breast	iskonawa	homa	homa	h o + m a	829	872 873	( - ) h o + m a		None	blumpanotacana
5148	bridge	iskonawa	tapo	tapo	t a p o	1997	1360	t a p o ( - )		None	blumpanotacana
5149	bring	iskonawa	be	be	β ɨ	1310	1019	β ɨ - -		None	blumpanotacana
5150	burn (something)	iskonawa	koa	koa	k o a	1129	1172	k o - a		None	blumpanotacana
5151	burning	iskonawa	henaren ik	henaren ik	h ɨ + n a ɾ ɨ n + i k	3569	35 3244 2089	h ɨ ( - - ) + n a ɾ ɨ n + i k ( - - )		None	blumpanotacana
5152	burning	iskonawa	wawa ik	wawa ik	w a w a + i k	3570	3245 2089	w a w a + i k ( - - )		None	blumpanotacana
5153	butterfly	iskonawa	awá popokiri	awá popokiri	a w a + p o p o + k i ɾ i	3571	3246 804 3247	a w a + p o p o + k i ɾ i		None	blumpanotacana
5154	butterfly	iskonawa	bai chaho	bai chaho	β a i + tʃ a h o	3572	3248 3249	β a i + tʃ a h o		None	blumpanotacana
5155	buttocks	iskonawa	kishtanko	kishtanko	k i ʃ t a n k o	3573	3250	k i ʃ t a n k o		None	blumpanotacana
5156	buttocks	iskonawa	poinki	poinki	p o i n k i	3574	3251	p o i n k i		None	blumpanotacana
5157	buy	iskonawa	bi	bi	β i	1325	1355	β i		None	blumpanotacana
5158	call	iskonawa	kena	kena	k ɨ n a	1434	1143	k ɨ n a		None	blumpanotacana
5159	canoe	iskonawa	monti	monti	m o n t i	976	1026	m o n t i		None	blumpanotacana
5160	carry	iskonawa	pewe	pewe	p ɨ w ɨ	3575	3252	p ɨ w ɨ		None	blumpanotacana
5161	carry	iskonawa	toa	toa	t o a	3576	3253	t o a		None	blumpanotacana
5162	cassava	iskonawa	atsa	atsa	a ts a	922	969	- a ts a		None	blumpanotacana
5163	charcoal	iskonawa	tsimes	tsimes	ts i m ɨ s	3577	3254	ts i - m ɨ ( s )		None	blumpanotacana
5164	cheek	iskonawa	tamo	tamo	t a m o	807	5409	t a m o		None	blumpanotacana
5165	chest	iskonawa	honchi	honchi	h o + n tʃ i	3578	872 3255	( - ) h o + n tʃ i		None	blumpanotacana
5166	chew	iskonawa	bona bona ik	bona bona ik	β o n a + β o n a + i k	3579	3256 3257 3258	β o n a + β o n a + i k		None	blumpanotacana
5167	child (young human)	iskonawa	bake	bake	β a k ɨ	46	49	β a k ɨ		None	blumpanotacana
5168	chili pepper	iskonawa	batan nochi	batan nochi	β a t a n + n o tʃ i	3580	3259 1281	β a t a n + ( - ) n o tʃ i		None	blumpanotacana
5169	chili pepper	iskonawa	nochi	nochi	n o tʃ i	1244	1281	( - ) n o tʃ i		None	blumpanotacana
5170	choose	iskonawa	kachin	kachin	k a tʃ i n	3581	3260	k a tʃ i n		None	blumpanotacana
